,,,beacon,x,y,,,,,,,
1523149585575,47,42461,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149585575,0,42461,2,0.768,0.183,1.85,1,0.8,3,0.951,4,0.531
1523149585575,0,42461,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149585591,16,42477,2,0.768,0.183,1.85,1,0.8,3,0.951,4,0.531
1523149585591,0,42477,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.535
1523149585653,62,42539,2,0.768,0.183,1.85,1,0.8,3,0.951,4,0.531
1523149585653,0,42539,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.535
1523149585653,0,42539,2,0.768,0.183,1.85,1,0.8,3,0.951,4,0.531
1523149585685,32,42571,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.537
1523149585685,0,42571,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.531
1523149585731,46,42617,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.537
1523149585731,0,42617,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.531
1523149585747,16,42633,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.537
1523149585747,0,42633,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585747,0,42633,5,0.714,-0.008,1.85,1,0.721,3,1.018,4,0.537
1523149585825,78,42711,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585825,0,42711,5,0.712,0.003,1.85,1,0.721,3,1.018,4,0.537
1523149585841,16,42727,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585841,0,42727,5,0.712,0.003,1.85,1,0.721,3,1.018,4,0.537
1523149585841,0,42727,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585872,31,42758,5,0.712,0.003,1.85,1,0.721,3,1.018,4,0.537
1523149585872,0,42758,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585872,0,42758,5,0.712,0.003,1.85,1,0.724,3,1.018,4,0.537
1523149585888,16,42774,5,0.712,0.003,1.85,1,0.724,3,1.018,4,0.537
1523149585888,0,42774,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585888,0,42774,5,0.712,0.003,1.85,1,0.724,3,1.018,4,0.537
1523149585903,15,42789,2,0.764,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585903,0,42789,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149585981,78,42867,2,0.767,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149585981,0,42867,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149585981,0,42867,2,0.767,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149586013,32,42899,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149586013,0,42899,2,0.767,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149586013,0,42899,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149586028,15,42914,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149586028,0,42914,2,0.767,0.18,1.85,1,0.8,3,0.951,4,0.525
1523149586028,0,42914,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149586091,63,42977,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586091,0,42977,5,0.712,0.003,1.85,1,0.724,3,1.025,4,0.539
1523149586091,0,42977,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586138,47,43024,5,0.714,-0.002,1.85,1,0.724,3,1.025,4,0.539
1523149586138,0,43024,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586153,15,43039,5,0.714,-0.002,1.85,1,0.724,3,1.025,4,0.539
1523149586153,0,43039,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586153,0,43039,5,0.714,-0.002,1.85,1,0.723,3,1.025,4,0.539
1523149586169,16,43055,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586169,0,43055,5,0.714,-0.002,1.85,1,0.723,3,1.025,4,0.539
1523149586247,78,43133,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586247,0,43133,5,0.714,-0.002,1.85,1,0.723,3,1.025,4,0.539
1523149586247,0,43133,2,0.767,0.18,1.85,1,0.8,3,0.954,4,0.525
1523149586278,31,43164,5,0.714,-0.002,1.85,1,0.723,3,1.023,4,0.533
1523149586278,0,43164,2,0.767,0.176,1.85,1,0.8,3,0.954,4,0.525
1523149586309,31,43195,5,0.714,-0.002,1.85,1,0.723,3,1.023,4,0.533
1523149586309,0,43195,2,0.767,0.176,1.85,1,0.8,3,0.954,4,0.525
1523149586325,16,43211,5,0.714,-0.002,1.85,1,0.723,3,1.023,4,0.533
1523149586325,0,43211,2,0.767,0.176,1.85,1,0.799,3,0.954,4,0.525
1523149586325,0,43211,5,0.714,-0.002,1.85,1,0.723,3,1.023,4,0.533
1523149586403,78,43289,2,0.767,0.176,1.85,1,0.799,3,0.954,4,0.525
1523149586403,0,43289,5,0.714,-0.002,1.85,1,0.723,3,1.023,4,0.533
1523149586434,31,43320,2,0.767,0.176,1.85,1,0.799,3,0.951,4,0.521
1523149586434,0,43320,5,0.716,0,1.85,1,0.723,3,1.023,4,0.533
1523149586434,0,43320,2,0.767,0.176,1.85,1,0.799,3,0.951,4,0.521
1523149586466,32,43352,5,0.716,0,1.85,1,0.723,3,1.023,4,0.533
1523149586466,0,43352,2,0.767,0.176,1.85,1,0.799,3,0.951,4,0.521
1523149586481,15,43367,5,0.716,0,1.85,1,0.724,3,1.027,4,0.533
1523149586481,0,43367,2,0.767,0.176,1.85,1,0.799,3,0.951,4,0.521
1523149586544,63,43430,5,0.716,0,1.85,1,0.724,3,1.027,4,0.533
1523149586544,0,43430,2,0.767,0.176,1.85,1,0.799,3,0.951,4,0.521
1523149586544,0,43430,5,0.716,0,1.85,1,0.724,3,1.027,4,0.533
1523149586575,31,43461,2,0.768,0.179,1.85,1,0.799,3,0.951,4,0.521
1523149586575,0,43461,5,0.716,0,1.85,1,0.724,3,1.027,4,0.528
1523149586622,47,43508,2,0.768,0.179,1.85,1,0.799,3,0.951,4,0.521
1523149586622,0,43508,5,0.716,0,1.85,1,0.724,3,1.027,4,0.528
1523149586622,0,43508,2,0.768,0.179,1.85,1,0.799,3,0.951,4,0.521
1523149586700,78,43586,5,0.716,0,1.85,1,0.724,3,1.027,4,0.528
1523149586700,0,43586,2,0.768,0.179,1.85,1,0.798,3,0.956,4,0.512
1523149586700,0,43586,5,0.716,0,1.85,1,0.724,3,1.027,4,0.528
1523149586778,78,43664,5,0.719,-0.005,1.85,1,0.724,3,1.027,4,0.528
1523149586778,0,43664,2,0.768,0.179,1.85,1,0.798,3,0.956,4,0.512
1523149586778,0,43664,5,0.719,-0.005,1.85,1,0.724,3,1.027,4,0.528
1523149586794,16,43680,2,0.768,0.179,1.85,1,0.798,3,0.956,4,0.512
1523149586794,0,43680,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586856,62,43742,2,0.768,0.179,1.85,1,0.798,3,0.956,4,0.512
1523149586856,0,43742,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586856,0,43742,2,0.768,0.179,1.85,1,0.798,3,0.956,4,0.512
1523149586888,32,43774,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586888,0,43774,2,0.771,0.171,1.85,1,0.798,3,0.956,4,0.512
1523149586935,47,43821,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586935,0,43821,2,0.771,0.171,1.85,1,0.798,3,0.956,4,0.512
1523149586950,15,43836,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586950,0,43836,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149586950,0,43836,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149586997,47,43883,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149586997,0,43883,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149587013,16,43899,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587013,0,43899,5,0.719,-0.005,1.85,1,0.723,3,1.028,4,0.535
1523149587013,0,43899,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587028,15,43914,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.535
1523149587028,0,43914,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587044,16,43930,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.535
1523149587044,0,43930,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587075,31,43961,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.535
1523149587075,0,43961,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587075,0,43961,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.535
1523149587075,0,43961,5,0.715,-0.007,1.85,1,0.724,3,1.028,4,0.535
1523149587075,0,43961,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.535
1523149587091,16,43977,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.535
1523149587091,0,43977,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587106,15,43992,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587106,0,43992,2,0.771,0.171,1.85,1,0.802,3,0.955,4,0.529
1523149587185,79,44071,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587185,0,44071,2,0.766,0.177,1.85,1,0.802,3,0.955,4,0.529
1523149587185,0,44071,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587200,15,44086,2,0.766,0.177,1.85,1,0.802,3,0.955,4,0.529
1523149587200,0,44086,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587200,0,44086,2,0.766,0.177,1.85,1,0.802,3,0.955,4,0.529
1523149587216,16,44102,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587216,0,44102,2,0.766,0.177,1.85,1,0.802,3,0.955,4,0.529
1523149587247,31,44133,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587247,0,44133,2,0.766,0.177,1.85,1,0.804,3,0.955,4,0.529
1523149587294,47,44180,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587294,0,44180,2,0.766,0.177,1.85,1,0.804,3,0.953,4,0.524
1523149587294,0,44180,5,0.715,-0.007,1.85,1,0.724,3,1.026,4,0.533
1523149587325,31,44211,2,0.766,0.177,1.85,1,0.804,3,0.953,4,0.524
1523149587325,0,44211,5,0.716,-0.004,1.85,1,0.724,3,1.026,4,0.533
1523149587356,31,44242,2,0.766,0.177,1.85,1,0.804,3,0.953,4,0.524
1523149587356,0,44242,5,0.716,-0.004,1.85,1,0.724,3,1.026,4,0.533
1523149587356,0,44242,2,0.766,0.177,1.85,1,0.804,3,0.953,4,0.524
1523149587450,94,44336,5,0.716,-0.004,1.85,1,0.724,3,1.026,4,0.533
1523149587450,0,44336,2,0.766,0.177,1.85,1,0.804,3,0.953,4,0.524
1523149587481,31,44367,5,0.716,-0.004,1.85,1,0.723,3,1.026,4,0.536
1523149587481,0,44367,2,0.77,0.182,1.85,1,0.804,3,0.953,4,0.524
1523149587513,32,44399,5,0.716,-0.004,1.85,1,0.723,3,1.026,4,0.536
1523149587513,0,44399,2,0.77,0.182,1.85,1,0.804,3,0.953,4,0.524
1523149587513,0,44399,5,0.716,-0.004,1.85,1,0.723,3,1.026,4,0.536
1523149587533,20,44419,2,0.77,0.182,1.85,1,0.799,3,0.953,4,0.524
1523149587533,0,44419,5,0.716,-0.004,1.85,1,0.723,3,1.026,4,0.536
1523149587590,57,44476,2,0.77,0.182,1.85,1,0.799,3,0.953,4,0.524
1523149587590,0,44476,5,0.716,-0.004,1.85,1,0.723,3,1.026,4,0.536
1523149587590,0,44476,2,0.77,0.182,1.85,1,0.799,3,0.953,4,0.524
1523149587637,47,44523,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.536
1523149587637,0,44523,2,0.77,0.182,1.85,1,0.799,3,0.956,4,0.524
1523149587669,32,44555,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.536
1523149587669,0,44555,2,0.77,0.182,1.85,1,0.799,3,0.956,4,0.524
1523149587684,15,44570,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.536
1523149587684,0,44570,2,0.77,0.182,1.85,1,0.799,3,0.956,4,0.524
1523149587684,0,44570,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.536
1523149587747,63,44633,2,0.77,0.182,1.85,1,0.799,3,0.956,4,0.524
1523149587747,0,44633,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.536
1523149587778,31,44664,2,0.766,0.172,1.85,1,0.799,3,0.956,4,0.524
1523149587778,0,44664,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.535
1523149587778,0,44664,2,0.766,0.172,1.85,1,0.799,3,0.956,4,0.524
1523149587825,47,44711,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.535
1523149587825,0,44711,2,0.766,0.172,1.85,1,0.799,3,0.956,4,0.524
1523149587840,15,44726,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.535
1523149587840,0,44726,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.524
1523149587903,63,44789,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.535
1523149587903,0,44789,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.524
1523149587903,0,44789,5,0.715,-0.005,1.85,1,0.724,3,1.025,4,0.535
1523149587934,31,44820,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.531
1523149587934,0,44820,5,0.716,-0.002,1.85,1,0.724,3,1.025,4,0.535
1523149587981,47,44867,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.531
1523149587981,0,44867,5,0.716,-0.002,1.85,1,0.724,3,1.025,4,0.535
1523149587981,0,44867,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.531
1523149587997,16,44883,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.535
1523149587997,0,44883,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.531
1523149588059,62,44945,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.535
1523149588059,0,44945,2,0.766,0.172,1.85,1,0.8,3,0.955,4,0.531
1523149588059,0,44945,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588090,31,44976,2,0.764,0.174,1.85,1,0.8,3,0.955,4,0.531
1523149588090,0,44976,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588090,0,44976,2,0.764,0.174,1.85,1,0.8,3,0.955,4,0.531
1523149588122,32,45008,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588122,0,45008,2,0.764,0.174,1.85,1,0.8,3,0.955,4,0.531
1523149588137,15,45023,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588137,0,45023,2,0.764,0.174,1.85,1,0.801,3,0.955,4,0.531
1523149588153,16,45039,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588153,0,45039,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588153,0,45039,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588200,47,45086,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588200,0,45086,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588215,15,45101,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588215,0,45101,5,0.716,-0.002,1.85,1,0.725,3,1.025,4,0.612
1523149588215,0,45101,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588231,16,45117,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588231,0,45117,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588231,0,45117,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588247,16,45133,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588247,0,45133,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588247,0,45133,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588278,31,45164,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588278,0,45164,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588294,16,45180,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588294,0,45180,5,0.681,-0.001,1.85,1,0.725,3,1.025,4,0.612
1523149588294,0,45180,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588356,62,45242,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588356,0,45242,2,0.764,0.174,1.85,1,0.801,3,0.953,4,0.53
1523149588387,31,45273,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588387,0,45273,2,0.765,0.178,1.85,1,0.801,3,0.953,4,0.53
1523149588403,16,45289,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588403,0,45289,2,0.765,0.178,1.85,1,0.801,3,0.953,4,0.53
1523149588403,0,45289,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588450,47,45336,2,0.765,0.178,1.85,1,0.801,3,0.953,4,0.53
1523149588450,0,45336,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588497,47,45383,2,0.765,0.178,1.85,1,0.8,3,0.954,4,0.527
1523149588497,0,45383,5,0.681,-0.001,1.85,1,0.725,3,1.029,4,0.529
1523149588497,0,45383,2,0.765,0.178,1.85,1,0.8,3,0.954,4,0.527
1523149588528,31,45414,5,0.719,-0.007,1.85,1,0.725,3,1.029,4,0.529
1523149588528,0,45414,2,0.765,0.178,1.85,1,0.8,3,0.954,4,0.527
1523149588559,31,45445,5,0.719,-0.007,1.85,1,0.725,3,1.029,4,0.529
1523149588559,0,45445,2,0.765,0.178,1.85,1,0.8,3,0.954,4,0.527
1523149588653,94,45539,5,0.719,-0.007,1.85,1,0.725,3,1.029,4,0.529
1523149588653,0,45539,2,0.765,0.178,1.85,1,0.8,3,0.954,4,0.527
1523149588653,0,45539,5,0.719,-0.007,1.85,1,0.725,3,1.029,4,0.529
1523149588684,31,45570,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149588684,0,45570,5,0.719,-0.007,1.85,1,0.724,3,1.032,4,0.535
1523149588715,31,45601,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149588715,0,45601,5,0.719,-0.007,1.85,1,0.724,3,1.032,4,0.535
1523149588715,0,45601,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149588731,16,45617,5,0.719,-0.007,1.85,1,0.724,3,1.032,4,0.535
1523149588731,0,45617,2,0.766,0.176,1.85,1,0.801,3,0.954,4,0.527
1523149588794,63,45680,5,0.719,-0.007,1.85,1,0.724,3,1.032,4,0.535
1523149588794,0,45680,2,0.766,0.176,1.85,1,0.801,3,0.954,4,0.527
1523149588840,46,45726,5,0.716,-0.012,1.85,1,0.724,3,1.032,4,0.535
1523149588840,0,45726,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149588840,0,45726,5,0.716,-0.012,1.85,1,0.724,3,1.032,4,0.535
1523149588872,32,45758,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149588872,0,45758,5,0.716,-0.012,1.85,1,0.724,3,1.032,4,0.535
1523149588887,15,45773,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149588887,0,45773,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149588887,0,45773,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149588950,63,45836,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149588950,0,45836,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149588981,31,45867,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149588981,0,45867,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149589028,47,45914,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149589028,0,45914,2,0.766,0.176,1.85,1,0.801,3,0.955,4,0.529
1523149589028,0,45914,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149589043,15,45929,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.529
1523149589043,0,45929,5,0.716,-0.012,1.85,1,0.727,3,1.031,4,0.535
1523149589559,516,46445,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.529
1523149589559,0,46445,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.529
1523149589590,31,46476,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589606,16,46492,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589606,0,46492,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589622,16,46508,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589622,0,46508,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589637,15,46523,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589662,25,46548,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589668,6,46554,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589731,63,46617,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589746,15,46632,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589746,0,46632,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589809,63,46695,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589824,15,46710,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589887,63,46773,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589902,15,46788,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589965,63,46851,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589965,0,46851,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149589996,31,46882,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590043,47,46929,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590059,16,46945,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590106,47,46992,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590137,31,47023,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590137,0,47023,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590152,15,47038,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590199,47,47085,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590215,16,47101,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590278,63,47164,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590309,31,47195,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590309,0,47195,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590356,47,47242,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590449,93,47335,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590465,16,47351,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590527,62,47413,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590527,0,47413,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590574,47,47460,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590590,16,47476,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590606,16,47492,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590684,78,47570,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590684,0,47570,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590699,15,47585,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590699,0,47585,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590715,16,47601,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590715,0,47601,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590762,47,47648,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590762,0,47648,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590778,16,47664,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590856,78,47742,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590918,62,47804,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590934,16,47820,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590934,0,47820,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149590996,62,47882,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591012,16,47898,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591074,62,47960,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591090,16,47976,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591106,16,47992,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591106,0,47992,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591168,62,48054,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591199,31,48085,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591231,32,48117,2,0.766,0.176,1.85,1,0.798,3,0.954,4,0.528
1523149591246,15,48132,2,0.766,0.176,1.85,1,0,3,0.954,4,0.528
1523149591309,63,48195,2,0.766,0.176,1.85,1,0,3,0.954,4,0.528
1523149591309,0,48195,2,0.766,0.176,1.85,1,0,3,0.954,4,0.528
1523149591340,31,48226,2,0.766,0.176,1.85,1,0,3,0.954,4,0.528
1523149591387,47,48273,2,0.766,0.176,1.85,1,0,3,0.954,4,0.528
1523149591402,15,48288,2,0.766,0.176,1.85,1,0.799,3,0.954,4,0.528
1523149591465,63,48351,2,0.766,0.176,1.85,1,0.799,3,0.954,4,0.528
1523149591496,31,48382,2,0.766,0.175,1.85,1,0.799,3,0.954,4,0.526
1523149591496,0,48382,2,0.766,0.175,1.85,1,0.799,3,0.954,4,0.526
1523149591543,47,48429,2,0.766,0.175,1.85,1,0.799,3,0.954,4,0.526
1523149591559,16,48445,2,0.766,0.175,1.85,1,0.802,3,0.958,4,0.526
1523149591621,62,48507,2,0.766,0.175,1.85,1,0.802,3,0.958,4,0.526
1523149591652,31,48538,2,0.767,0.173,1.85,1,0.802,3,0.958,4,0.527
1523149591668,16,48554,2,0.767,0.173,1.85,1,0.802,3,0.958,4,0.527
1523149591668,0,48554,2,0.767,0.173,1.85,1,0.802,3,0.958,4,0.527
1523149591699,31,48585,2,0.767,0.173,1.85,1,0.802,3,0.958,4,0.527
1523149591715,16,48601,2,0.767,0.173,1.85,1,0.804,3,0.958,4,0.527
1523149591778,63,48664,2,0.767,0.173,1.85,1,0.804,3,0.958,4,0.527
1523149591807,29,48693,2,0.767,0.173,1.85,1,0.804,3,0.958,4,0.529
1523149591824,17,48710,2,0.768,0.175,1.85,1,0.804,3,0.958,4,0.529
1523149591824,0,48710,2,0.768,0.175,1.85,1,0.804,3,0.958,4,0.529
1523149591839,15,48725,2,0.768,0.175,1.85,1,0.804,3,0.958,4,0.529
